StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-07 14:49:54,2023-06-07 15:03:54,0,73.160.110.199,100,839,1,2023-06-07 15:03:55,R_yOreoNtQZpgZ3hv,,,,,39.7505,-75.3323,anonymous,EN,1,5f1393a3d005e83a02b5f0fa,1,1,0,0,41.724,0,0,0,3.015,0,45,38.508,38.508,67.898,1,29.759,29.759,30.156,1,1,4,636,73,Region #2,15,3,0,0,8.588,0,0,0,24.239,0,0,0,25.008,0,,,,,,,,,,,,,,,0,0,4.713,0,1,5,10,,0,0,15.006,0,,,,,,,,,,,,,Fairness,1,,2,I think it was prerecorded,1,,,27,2,,2,3,1,1,6392NwKkvp,Study1_MoHi10,,104,R_yOreoNtQZpgZ3hv,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: HI
<br>Player1-Overestimator: Hi
<br>Player3-Overestimator: hello!
<br>Player2-Underestimator: I am always bad at stuff like this. I had no idea how many dots there were.
<br>Player4-Underestimator: Hi! It was hard to estimate
<br>Player3-Overestimator: I thought it was especially hard because we were given so little time to look at the picture
<br>Player1-Overestimator: Welcome to the group.
<br>Player2-Underestimator: I agree. All the dots were diff sizes too!
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:51:31,2023-06-07 15:04:46,0,76.114.104.203,100,795,1,2023-06-07 15:04:47,R_1EgvVaUSL3efA10,,,,,35.8677,-86.4174,anonymous,EN,1,5d01c7858a840b00175c2123,1,1,251.071,251.071,251.8,1,0,0,3.114,0,34,0,0,20.856,0,0,0,21.149,0,1,3,781,342,Region #2,14,3,0,0,7.668,0,0,0,11.101,0,0,0,25.01,0,,,,,,,,,,,0,0,15.006,0,0,0,4.268,0,2,3,10,,,,,,,,,,,,,,,,,,if people will choose the easier task for themselves if they have a chance,1,,2,It just doesnt seem likely that i was,1,,,15,1,,"3,7",1,1,1,6392NwKkvp,Study1_MoHi10,,105,R_1EgvVaUSL3efA10,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: I tried to count the big dots and then estimate the space from there. 
<br>Player1-Overestimator: it was too hard to count all of those dots in that short time
<br>Player2-Underestimator: i basically did 10 * 10 +50%
<br>Player3-Overestimator: i thought id have more time honestly
<br>Player2-Underestimator: guessed 140 and was an underestimator
<br>Player2-Underestimator: what did the overestimators guess
<br>Player4-Underestimator: But I underestimated.
<br>Player1-Overestimator: i said 150 for mine
<br>Player3-Overestimator: 34
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:55:09,2023-06-07 15:05:48,0,67.143.180.23,100,638,1,2023-06-07 15:05:49,R_1BV0U1uFozh7lED,,,,,30.4509,-91.1563,anonymous,EN,1,60fe0460e678d2576844fe5e,1,1,0,0,18.416,0,0,0,3.116,0,40,0,0,1.267,0,0,0,24.741,0,1,4,634,74,Region #2,14,3,0,0,12.02,0,0,0,20.585,0,0,0,25.012,0,,,,,,,,,,,,,,,0,0,5.635,0,1,4,10,,,,,,,,,,,,,,0,0,15.015,0,"Self interest? ",2,"I think the nature of studies is that it's unlikely to be able to coordinate multiple people at the same time. ",2,"Again, I don't think it's possible for a study to capture and then upload a video in real time like that. ",1,,,25,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,105,R_1BV0U1uFozh7lED,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: I tried to count the big dots and then estimate the space from there. 
<br>Player1-Overestimator: it was too hard to count all of those dots in that short time
<br>Player2-Underestimator: i basically did 10 * 10 +50%
<br>Player3-Overestimator: i thought id have more time honestly
<br>Player2-Underestimator: guessed 140 and was an underestimator
<br>Player2-Underestimator: what did the overestimators guess
<br>Player4-Underestimator: But I underestimated.
<br>Player1-Overestimator: i said 150 for mine
<br>Player3-Overestimator: 34
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:56:34,2023-06-07 15:06:30,0,172.56.185.143,100,595,1,2023-06-07 15:06:30,R_2BeAD36jGCSuCve,,,,,33.7256,-117.9119,anonymous,EN,1,6298d20b980818fad3ef7562,1,1,0,0,185.396,0,0,0,3.112,0,54,0,0,0.596,0,0,0,22.181,0,1,4,114,353,Region #1,16,3,0,0,7.433,0,0,0,12.381,0,0,0,25.014,0,,,,,,,,,,,,,,,0,0,1.7,0,2,6,10,,,,,,0,0,15.11,0,,,,,,,,,human reactions to different situations,1,,2,The screen record and movement was off,1,,,28,1,,"4,7",2,1,1,6392NwKkvp,Study1_MoHi10,,106,R_2BeAD36jGCSuCve,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: How many did you guess?
<br>Player1-Overestimator: i over estimated. I guessed 60 lol
<br>Player1-Overestimator: you?
<br>Player3-Overestimator: lol i said 54
<br>Player2-Underestimator: I guessed 60 as well
<br>Player4-Underestimator: I thought it was hard to guess cause they were different sizes 
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:51:07,2023-06-07 15:06:46,0,74.136.136.11,100,939,1,2023-06-07 15:06:47,R_21G8Yswwv1cMiWE,,,,,39.494,-80.2221,anonymous,EN,1,5cc90a99f24f6c001c1692e7,1,1,0,0,232.066,0,0,0,3.007,0,150,0,0,0.503,0,0,0,25.557,0,1,4,726,257,Region #2,14,3,0,0,15.147,0,0,0,24.199,0,0,0,25.008,0,1,2.638,2.638,17.938,1,1,1,6,9,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to see how we pick and choose between tasks either simplified or complex,2,seems as if it was pre-made with a chat bot,2,seemed pre-made as much as the whole chat bot was seeming,1,,none,33,2,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,105,R_21G8Yswwv1cMiWE,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: I tried to count the big dots and then estimate the space from there. 
<br>Player1-Overestimator: it was too hard to count all of those dots in that short time
<br>Player2-Underestimator: i basically did 10 * 10 +50%
<br>Player3-Overestimator: i thought id have more time honestly
<br>Player2-Underestimator: guessed 140 and was an underestimator
<br>Player2-Underestimator: what did the overestimators guess
<br>Player4-Underestimator: But I underestimated.
<br>Player1-Overestimator: i said 150 for mine
<br>Player3-Overestimator: 34
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>Player1-Overestimator: too many
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:59:06,2023-06-07 15:07:50,0,207.229.184.139,100,523,1,2023-06-07 15:07:50,R_D1THYxbg7BSL25X,,,,,41.871,-87.6289,anonymous,EN,1,5f01230b4f8dff26fad883d2,1,1,0,0,7.112,0,0,0,3.007,0,60,0,0,14.212,0,19.935,19.935,21.03,1,1,4,565,349,Region #2,15,3,0,0,6.896,0,0,0,10.971,0,0,0,25.007,0,,,,,,,,,,,,,,,0,0,15.857,0,1,5,8,,,,,,0,0,15.008,0,,,,,,,,,To see peoples willingness to complete more difficult tasks when given the option to perform easier ones.,1,,1,,1,,,14,1,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,106,R_D1THYxbg7BSL25X,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: How many did you guess?
<br>Player1-Overestimator: i over estimated. I guessed 60 lol
<br>Player1-Overestimator: you?
<br>Player3-Overestimator: lol i said 54
<br>Player2-Underestimator: I guessed 60 as well
<br>Player4-Underestimator: I thought it was hard to guess cause they were different sizes 
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:56:05,2023-06-07 15:08:22,0,174.243.178.245,100,736,1,2023-06-07 15:08:23,R_1N9vxNmmjVXGc5w,,,,,33.8754,-117.5568,anonymous,EN,1,632e9aa62793c18a857aece4,1,1,0,0,152.821,0,0,0,3.014,0,60,0,0,0.593,0,0,0,23.651,0,4,2,873,51,Region #2,15,3,0,0,13.242,0,0,0,20.417,0,0,0,25.007,0,2,9.676,9.676,17.472,1,,1,6,8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have no clue,1,,1,,1,,,33,1,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,106,R_1N9vxNmmjVXGc5w,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: How many did you guess?
<br>Player1-Overestimator: i over estimated. I guessed 60 lol
<br>Player1-Overestimator: you?
<br>Player3-Overestimator: lol i said 54
<br>Player2-Underestimator: I guessed 60 as well
<br>Player4-Underestimator: I thought it was hard to guess cause they were different sizes 
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:57:37,2023-06-07 15:08:58,0,216.16.35.144,100,681,1,2023-06-07 15:08:59,R_3GlaHg88tThy0Qy,,,,,42.7926,-96.9218,anonymous,EN,1,5b92b49921e7200001f530a0,1,1,0,0,15.032,0,0,0,3.107,0,120,0,0,2.822,0,17.151,28.098,33.885,3,1,4,853,231,Region #2,14,3,42.711,42.711,48.546,1,4.916,9.195,13.261,2,0,0,25.111,0,,,,,,,,,,,0,0,15.112,0,10.742,10.742,11.903,1,1,6,10,No,,,,,,,,,,,,,,,,,"Maybe if the chat would make us feel closer to the other participants and pick the ""fairest"" option for assigning the tasks? ",1,,1,,1,,,21,2,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,106,R_3GlaHg88tThy0Qy,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: How many did you guess?
<br>Player1-Overestimator: i over estimated. I guessed 60 lol
<br>Player1-Overestimator: you?
<br>Player3-Overestimator: lol i said 54
<br>Player2-Underestimator: I guessed 60 as well
<br>Player4-Underestimator: I thought it was hard to guess cause they were different sizes 
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:04:00,2023-06-07 15:14:30,0,173.15.118.194,100,629,1,2023-06-07 15:14:31,R_31oZoKXIToJJYmG,,,,,41.7888,-88.0916,anonymous,EN,1,5eb4d812d25d2534cacd8c68,1,1,143.232,143.232,144.796,1,0,0,3.007,0,100,0,0,53.946,0,0,0,25.975,0,1,4,616,71,Region #2,16,3,0,0,6.867,0,0,0,11.327,0,0,0,25.113,0,,,,,,,,,,,,,,,0,0,2.683,0,2,2,10,,,,,,,,,,0,0,15.006,0,,,,,I don't know,1,,1,,1,,,16,2,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,108,R_31oZoKXIToJJYmG,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: Hi
<br>Player3-Overestimator: hello
<br>Player2-Underestimator: What about you?
<br>Player4-Underestimator: ok
<br>Player3-Overestimator: i'm actually surprised I got classified as an overestimated I thought I was close-ish to the number of dots
<br>Player1-Overestimator: Hi underestimators and overestimators
<br>Player3-Overestimator: i guessed 100
<br>Player2-Underestimator: Ok
<br>Player2-Underestimator: Its very nice 
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:05:39,2023-06-07 15:17:28,0,81.161.7.240,100,709,1,2023-06-07 15:17:29,R_1cSaaiVhFkvWRNx,,,,,40.7662,-74.0178,anonymous,EN,1,614ee4370d85f20de1b9548f,1,1,7.877,7.877,76.525,1,0.876,2.036,3.11,3,60,10.088,13.819,17.815,2,16.725,21.861,22.086,3,1,1,905,310,Region #2,17,3,0,0,17.405,0,1.693,14.612,14.941,7,0,0,25.012,0,,,,,,,,,,,0,0,15.008,0,0,0,25.491,0,1,5,7,Nope.,,,,,,,,,,,,,,,,," The study is about how people perform mental rotation tasks. ",1,,1,,1,,Nope.,21,2,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,108,R_1cSaaiVhFkvWRNx,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: Hi
<br>Player3-Overestimator: hello
<br>Player2-Underestimator: What about you?
<br>Player4-Underestimator: ok
<br>Player3-Overestimator: i'm actually surprised I got classified as an overestimated I thought I was close-ish to the number of dots
<br>Player1-Overestimator: Hi underestimators and overestimators
<br>Player3-Overestimator: i guessed 100
<br>Player2-Underestimator: Ok
<br>Player2-Underestimator: Its very nice 
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:00:22,2023-06-07 15:17:39,0,64.203.208.166,100,1036,1,2023-06-07 15:17:39,R_2B9SJEhYvO5jBGy,,,,,32.4301,-80.6694,anonymous,EN,1,5a95fee189de8200013eddd4,1,1,0,0,180.903,0,0,0,3.02,0,124,0,0,361.093,0,0,0,62.213,0,1,4,118,355,Region #1,14,3,0,0,7.483,0,0,0,11.741,0,0,0,25.012,0,1,3.112,3.112,18.112,1,1,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TO see how I would pick the task,1,,1,,1,,no,33,2,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,107,R_2B9SJEhYvO5jBGy,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: I over estimated, but that was a lot of dots
<br>Player2-Underestimator: I think I underestimated even though I thought i guessed high.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:00:58,2023-06-07 15:17:47,0,75.87.119.133,100,1009,1,2023-06-07 15:17:48,R_3Rirs4N4BGwnvnH,,,,,27.7696,-97.4025,anonymous,EN,1,5e13ad514c81b2a01ae4aa9f,1,1,4.124,4.525,88.6,3,0,0,3.02,0,100,33.243,261.832,316.595,9,10.88,20.768,23.441,7,1,4,620,157,Region #2,15,3,1.018,12.981,14.115,8,1.653,21.852,22.967,7,0,0,25.022,0,,,,,,,,,,,,,,,5.207,6.488,7.508,4,2,6,9,,,,,,12.085,12.085,15.12,1,,,,,,,,,no idea,1,,2,just didn't think it was,1,,,27,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,107,R_3Rirs4N4BGwnvnH,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: I over estimated, but that was a lot of dots
<br>Player2-Underestimator: I think I underestimated even though I thought i guessed high.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
