StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-15 14:56:06,2023-06-15 14:58:13,Spam,47.230.202.136,4,126,False,2023-06-22 14:58:17,R_1eETi87sWW24fOn,,,,,,,anonymous,EN,I consent to the study.,madison_1,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_1eETi87sWW24fOn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",null,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 14:58:36,2023-06-15 15:00:24,IP Address,47.230.202.136,4,108,False,2023-06-22 15:00:27,R_3PmSQQLxPIkKBm9,,,,,,,anonymous,EN,I consent to the study.,madison_rep_1,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_3PmSQQLxPIkKBm9,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2_Republican,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 14:58:17,2023-06-15 15:00:23,IP Address,47.230.202.136,4,126,False,2023-06-22 15:00:27,R_12xvoZupL5bw16g,,,,,,,anonymous,EN,I consent to the study.,madison_dem_1,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_12xvoZupL5bw16g,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3_Democrat,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 14:58:26,2023-06-15 15:00:25,IP Address,47.230.202.136,4,118,False,2023-06-22 15:00:27,R_21iW40OqwGfqpJX,,,,,,,anonymous,EN,I consent to the study.,madison_dem_2,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_21iW40OqwGfqpJX,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1_Democrat,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 14:58:38,2023-06-15 15:00:26,IP Address,47.230.202.136,4,107,False,2023-06-22 15:00:31,R_3PzSihrp0yoig0K,,,,,,,anonymous,EN,I consent to the study.,madison_rep_2,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_3PzSihrp0yoig0K,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2_Republican,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 15:26:22,2023-06-15 15:26:49,IP Address,47.230.202.136,4,26,False,2023-06-22 15:26:52,R_2ayT8j1LMrYkXAK,,,,,,,anonymous,EN,I consent to the study.,dem_1_mad,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_2ayT8j1LMrYkXAK,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3_Democrat,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 15:28:50,2023-06-15 15:29:22,IP Address,47.230.202.136,4,31,False,2023-06-22 15:29:23,R_2Xmtw8P4OytVzdg,,,,,,,anonymous,EN,I consent to the study.,mad_repub_2,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_2Xmtw8P4OytVzdg,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",null,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 15:30:36,2023-06-15 15:31:25,IP Address,47.230.202.136,4,48,False,2023-06-22 15:31:28,R_2dpf37AWlLF6vb3,,,,,,,anonymous,EN,I consent to the study.,mad_dem_1,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_2dpf37AWlLF6vb3,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3_Democrat,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 15:29:38,2023-06-15 15:32:23,Spam,47.230.202.136,4,164,False,2023-06-22 15:32:27,R_UyB98cQwaFthzCp,,,,,,,anonymous,EN,I consent to the study.,mad_repub_2,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,2,R_UyB98cQwaFthzCp,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 11:49:32,2023-06-21 12:04:17,IP Address,68.129.163.86,4,884,False,2023-06-28 12:04:25,R_3ktVwqGyQcqs3kU,,,,,,,anonymous,EN,I consent to the study.,5f8f05773fdd230f04057241,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_3ktVwqGyQcqs3kU,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:07:43,2023-06-28 12:09:07,IP Address,208.82.107.130,100,83,True,2023-06-28 12:09:07,R_1fkJ1Eb3mlKNvCq,,,,,38.2435,-104.6194,anonymous,EN,I consent to the study.,63d97656f4c5e18d8889afcc,"Yes, I understand.",0,0,61.834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,55,R_1fkJ1Eb3mlKNvCq,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:01:26,2023-06-28 12:09:33,IP Address,74.74.131.154,100,487,True,2023-06-28 12:09:34,R_1lsK1qLVlyC5TdX,,,,,43.0747,-77.5181,anonymous,EN,I consent to the study.,5d54b73f1c1de70015d50959,"Yes, I understand.",0,0,347.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,56,R_1lsK1qLVlyC5TdX,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:01:29,2023-06-28 12:09:47,IP Address,50.241.97.42,100,498,True,2023-06-28 12:09:48,R_1KoRt7ekuyQH027,,,,,43.0286,-71.1922,anonymous,EN,I consent to the study.,64818f16de47fcab313ce263,"Yes, I understand.",0,0,382.121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,56,R_1KoRt7ekuyQH027,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:03:24,2023-06-28 12:10:13,IP Address,75.128.82.78,100,408,True,2023-06-28 12:10:14,R_2R85DXavMAMIEkE,,,,,42.1445,-83.3652,anonymous,EN,I consent to the study.,5ba259603bf2350001a54284,"Yes, I understand.",313.241,317.959,349.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,57,R_2R85DXavMAMIEkE,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 11:59:28,2023-06-28 12:10:17,IP Address,67.141.111.124,100,648,True,2023-06-28 12:10:17,R_3MRovLEZMBAsR56,,,,,41.8014,-80.9424,anonymous,EN,I consent to the study.,57f2da5c6c19420001438d19,"Yes, I understand.",0,0,113.278,0,0,0,3.115,0,1163,0,0,17.651,0,0,0,23.881,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,769,284,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,10.509,0,0,0,22.802,0,0,0,25.112,0,,,,,,,,,,,0,0,15.007,0,Yes,Fairly,8,,,,,,,,,,,,,,,,,,To see what we think other people might do,Yes,,Yes,,On a desktop or laptop computer,,,47,Woman,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,53,R_3MRovLEZMBAsR56,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I was an over estimator lol
<br>Player3-Democrat: Hi
<br>Player4-Republican: I was an under estimator
<br>Player2-Republican: How many did you guess? I guessed 88
<br>Player4-Republican: hello
<br>Player3-Democrat: I think its better to over estistmate then under
<br>Player1-Democrat: I was told I was an under estimator
<br>Player3-Democrat: I guessed 162
<br>Player4-Republican: I guess 135
<br>Player2-Republican: Nothing wrong with either
<br>Player2-Republican: It was difficult for sure
<br>Player3-Democrat: It hard to count that fast
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-28 11:58:01,2023-06-28 12:10:37,IP Address,24.185.111.97,100,756,True,2023-06-28 12:10:38,R_21Hw4T9ZzPkChir,,,,,40.1712,-74.0717,anonymous,EN,I consent to the study.,5f4813c94e8b081877fb26a6,"Yes, I understand.",148.81,148.81,197.891,1,0,0,3.007,0,88,0,0,18.802,0,0,0,22.099,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,794,357,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,16.628,0,0,0,16.775,0,0,0,25.007,0,I will choose,12.853,18.365,19.121,2,The Green Task,Yes,Somewhat Unfairly,9,I think 9 out of 10 people will choose the green task for themselves and not worry about the other participant that gets stuck with the red task.,,,,,,,,,,,,,,,,,,,,,,,,,"Possibly to see if people will usually choose the easier option for themselves, even if it means someone else gets the more difficult and longer task.",Yes,,Not Applicable (I was selected to choose tasks),,On a desktop or laptop computer,,"No, thank you!",33,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,53,R_21Hw4T9ZzPkChir,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I was an over estimator lol
<br>Player3-Democrat: Hi
<br>Player4-Republican: I was an under estimator
<br>Player2-Republican: How many did you guess? I guessed 88
<br>Player4-Republican: hello
<br>Player3-Democrat: I think its better to over estistmate then under
<br>Player1-Democrat: I was told I was an under estimator
<br>Player3-Democrat: I guessed 162
<br>Player4-Republican: I guess 135
<br>Player2-Republican: Nothing wrong with either
<br>Player2-Republican: It was difficult for sure
<br>Player3-Democrat: It hard to count that fast
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-28 12:02:42,2023-06-28 12:10:49,IP Address,71.196.88.172,100,487,True,2023-06-28 12:10:50,R_2s5AbzAZgIKGPcR,,,,,26.007,-80.1219,anonymous,EN,I consent to the study.,645179915e31c1aeb3dc8129,"Yes, I understand.",306.704,306.704,418.648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,55,R_2s5AbzAZgIKGPcR,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 11:58:08,2023-06-28 12:10:51,IP Address,107.11.236.27,100,763,True,2023-06-28 12:10:52,R_2DXLOYqw0F2H0lm,,,,,39.749,-84.1573,anonymous,EN,I consent to the study.,6152be1021c9ab590015a3e3,"Yes, I understand.",0,0,180.915,0,0,0,3.013,0,135,0,0,23.536,0,7.384,13.984,23.329,4,IM_3KUo7iTc8Zjnk46,has any value apart from its role in providing new technologies to save lives.,770,288,Region #2,Neutral,"Somewhat 
Disagree
3
",6.667,6.667,7.163,1,6.908,13.219,17.991,5,0,0,25.108,0,,,,,,,,,,,,,,,Maybe,Fairly,10,,,,,,,,,,,,,,5.749,5.749,45.011,1,To see if our political orientation has anything to do with the choices we make.,Yes,,Yes,,On a desktop or laptop computer,,,33,Woman,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,53,R_2DXLOYqw0F2H0lm,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I was an over estimator lol
<br>Player3-Democrat: Hi
<br>Player4-Republican: I was an under estimator
<br>Player2-Republican: How many did you guess? I guessed 88
<br>Player4-Republican: hello
<br>Player3-Democrat: I think its better to over estistmate then under
<br>Player1-Democrat: I was told I was an under estimator
<br>Player3-Democrat: I guessed 162
<br>Player4-Republican: I guess 135
<br>Player2-Republican: Nothing wrong with either
<br>Player2-Republican: It was difficult for sure
<br>Player3-Democrat: It hard to count that fast
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:05:02,2023-06-21 12:11:15,IP Address,174.49.16.151,4,372,False,2023-06-28 12:11:16,R_2Yb8bv75MOlP4kh,,,,,,,anonymous,EN,I consent to the study.,6093e64876aa69cd4467d94e,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,7,R_2Yb8bv75MOlP4kh,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:02:02,2023-06-28 12:11:17,IP Address,71.185.246.14,100,554,True,2023-06-28 12:11:17,R_1Ij8tIVsVIdHUlG,,,,,40.0146,-75.7136,anonymous,EN,I consent to the study.,607134f478e13587bd89e13a,"Yes, I understand.",134.756,134.756,135.294,1,0,0,3.112,0,45,0,0,15.49,0,0,0,22.349,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,619,156,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,7.634,0,0,0,11.308,0,0,0,25.11,0,,,,,,,,,,,0,0,15.12,0,Maybe,Neither Fairly or Unfairly,10,,,,,,,,,,,,,,,,,,How we view others and how we assume what their decisions are,Yes,,No,"I have no clue. ",On a desktop or laptop computer,,,29,Woman,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,54,R_1Ij8tIVsVIdHUlG,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: How many dots did you count?
<br>Player3-Democrat: I estimated 45
<br>Player1-Democrat: i guessed 45 too lol
<br>Player2-Republican: Wow... my image was HUGE.  
<br>Player1-Democrat: i underestimated
<br>Player3-Democrat: me too
<br>Player4-Republican: I estimated 123. There were lots of dots in mine.
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-28 11:58:45,2023-06-28 12:13:33,IP Address,71.72.134.216,100,887,True,2023-06-28 12:13:34,R_3snacpDnJjaCBPD,,,,,40.0992,-84.6298,anonymous,EN,I consent to the study.,5d67476c0ca617001699fe7a,"Yes, I understand.",0,0,284.028,0,0,0,3.02,0,123,0,0,0.901,0,0,0,21.79,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,855,217,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,10.173,0,0,0,16.059,0,13.182,14.641,25.016,2,I will choose,18.676,29.462,30.289,3,The Green Task,Yes,Somewhat Unfairly,8,"This is an interesting way to assign tasks. It seems a little unfair to the participants, though.",,,,,,,,,,,,,,,,,,,,,,,,,I think the purpose of this experiment was to understand how people interact with each other.,Yes,,Not Applicable (I was selected to choose tasks),,On a desktop or laptop computer,,I understood everything being asked of me. Thank you!,32,Woman,,White,Somewhat Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,54,R_3snacpDnJjaCBPD,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: How many dots did you count?
<br>Player3-Democrat: I estimated 45
<br>Player1-Democrat: i guessed 45 too lol
<br>Player2-Republican: Wow... my image was HUGE.  
<br>Player1-Democrat: i underestimated
<br>Player3-Democrat: me too
<br>Player4-Republican: I estimated 123. There were lots of dots in mine.
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-28 12:00:43,2023-06-28 12:14:16,IP Address,71.182.196.132,100,813,True,2023-06-28 12:14:17,R_2b2fxVUHa1JqJXM,,,,,40.4339,-79.9996,anonymous,EN,I consent to the study.,62a0f7db18a72f2654996af3,"Yes, I understand.",0,0,7.539,0,0,0,3.019,0,1120,0,0,0.45,0,0,0,22.835,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,778,281,Region #2,Neutral,"Somewhat 
Disagree
3
",0,0,17.7,0,0,0,25.709,0,0,0,25.013,0,,,,,,,,,,,,,,,Yes,Neither Fairly or Unfairly,6,None.,,,,,0,0,45.011,0,,,,,,,,,which personalities will choose which tasks??,Yes,,Yes,,On a desktop or laptop computer,,"Best wishes to you in your research! All worked well on my end. ",41,Woman,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,53,R_2b2fxVUHa1JqJXM,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I was an over estimator lol
<br>Player3-Democrat: Hi
<br>Player4-Republican: I was an under estimator
<br>Player2-Republican: How many did you guess? I guessed 88
<br>Player4-Republican: hello
<br>Player3-Democrat: I think its better to over estistmate then under
<br>Player1-Democrat: I was told I was an under estimator
<br>Player3-Democrat: I guessed 162
<br>Player4-Republican: I guess 135
<br>Player2-Republican: Nothing wrong with either
<br>Player2-Republican: It was difficult for sure
<br>Player3-Democrat: It hard to count that fast
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>Player1-Democrat: how did everyone go about estimating?
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-28 11:58:46,2023-06-28 12:15:04,IP Address,68.201.228.110,100,978,True,2023-06-28 12:15:05,R_4HESYHbmeAJZpC1,,,,,29.4032,-98.508,anonymous,EN,I consent to the study.,61fa92365719bc09cb8349bf,"Yes, I understand.",0,0,252.91,0,0,0,3.123,0,250,0,0,23.23,0,0,0,22.439,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,695,77,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,10.866,0,0,0,19.066,0,0,0,25.015,0,,,,,,,,,,,,,,,Maybe,Unfairly,7,"People should always be considerate of others. ",,,,,0,0,45.109,0,,,,,,,,,"The purpose of this experiment is was to evaluate the decisions people make when assigning tasks to others. ",Yes,,Yes,,On a desktop or laptop computer,,"Thank you! ",49,Man,,White,Somewhat Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,54,R_4HESYHbmeAJZpC1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: How many dots did you count?
<br>Player3-Democrat: I estimated 45
<br>Player1-Democrat: i guessed 45 too lol
<br>Player2-Republican: Wow... my image was HUGE.  
<br>Player1-Democrat: i underestimated
<br>Player3-Democrat: me too
<br>Player4-Republican: I estimated 123. There were lots of dots in mine.
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
