participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player2-Republican,2,2,5,7,n/a,I don't know,1,NA,1,NA,n/a,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: whats uo
<br>Player4-Republican: whats uo
<br>Player2-Republican: hi
<br>Player1-Democrat: Hi
<br>Player4-Republican: my picture had so many dots
<br>Player4-Republican: my picture had so many dots
<br>Player1-Democrat: Mine did too
<br>Player4-Republican: couldnt count them lol
<br>Player4-Republican: couldnt count them lol
<br>Player1-Democrat: Honestly I just made my best guess and then moved on
<br>Player4-Republican: fr
<br>Player4-Republican: fr
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,4,1,3,8,NA,To see how different political affiliates react to each other.,1,NA,1,NA,"NA",OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player3-Democrat: Hi everyone 
<br>Player4-Republican: Hello! 
<br>Player1-Democrat: Hi
<br>Player2-Republican: It was tricky.
<br>Player2-Republican: Hello
<br>Player3-Democrat: Yea it was difficult
<br>Player2-Republican: There were large and small dots.
<br>Player1-Democrat: i guessed too low
<br>Player4-Republican: It was, I was an underestimater... 
<br>Player2-Republican: I guessed too high
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,4,1,4,9,no,How we see groups,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Well I underestimated again. 
<br>Player3-Democrat: I guessed 265. My brain had no idea. 
<br>Player1-Democrat: I did 102.
<br>Player4-Republican: ha I was at 80
<br>Player2-Republican: Welcome from an overestimater from North Carolina
<br>Player1-Democrat: It was pretty difficult in my opinion.
<br>Player3-Democrat: Wow you really underestimated lol. I though I’d be over 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,4,1,5,8,NA,Gather how people feel about those in different political groups.,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: Hello
<br>Player2-Republican: Hello everyone
<br>Player3-Democrat: Hi Everyone 
<br>Player4-Republican: Well I found out I'm an overestimator.
<br>Player2-Republican: I was labeled over esimater
<br>Player1-Democrat: Same I am as well
<br>Player3-Democrat: The task was simple and straight to the point, I felt it was hard to because of how quickly it flashed 
<br>Player2-Republican: I always hought of myself as an under estimater
<br>Player1-Democrat: I agree
<br>Player4-Republican: There was a lot to take in.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>Player2-Republican: I agree not much time to cout
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,3,2,4,9,NA,perceptions,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Y'all over or underestimators? Lol
<br>Player2-Republican: What do you think about being an underestimator?
<br>Player4-Republican: It was hard to guess the amount! I overestimated!
<br>Player1-Democrat: Hi, y'all. How is everyone? I'm an overestimator.
<br>Player2-Republican: I am underministator.
<br>Player3-Democrat: I was an under estimator.
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,2,1,4,5,NA,"To see whether people selected more or less task, according to political affiliations.",NA,NA,1,NA,no,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hi everybody
<br>Player3-Democrat: hello
<br>Player1-Democrat: I hyper fixated on the large dots... my bad.
<br>Player2-Republican: Howdy, I am an overestimater I guess. 
<br>Player4-Republican: hah-i just took a wid guess
<br>Player3-Democrat: I kinda counted a corner in the time given and then just guessed more or less
<br>Player4-Republican: wild
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,3,2,6,10,no,No idea,2,The chat seemed very suspicious,1,NA,no,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,2,2,1,10,None,I’m not quite sure,2,Because it felt like automated responses,2,Because I felt it was predetermined,None,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br> *** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,To see if assignments were affected by political affiliation.,2,More likely to be using AI bots.,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Y'all over or underestimators? Lol
<br>Player2-Republican: What do you think about being an underestimator?
<br>Player4-Republican: It was hard to guess the amount! I overestimated!
<br>Player1-Democrat: Hi, y'all. How is everyone? I'm an overestimator.
<br>Player2-Republican: I am underministator.
<br>Player3-Democrat: I was an under estimator.
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player2-Republican,3,3,4,10,no,I thought it was going to pit republicans against democrats.,2,I just feel it was too set up.,2,"Again, I feel it was too set up.",no,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,Why we think and behave in the way that we do.,1,NA,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Well I underestimated again. 
<br>Player3-Democrat: I guessed 265. My brain had no idea. 
<br>Player1-Democrat: I did 102.
<br>Player4-Republican: ha I was at 80
<br>Player2-Republican: Welcome from an overestimater from North Carolina
<br>Player1-Democrat: It was pretty difficult in my opinion.
<br>Player3-Democrat: Wow you really underestimated lol. I though I’d be over 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,4,1,4,7,NA,how i performed on tasks,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,4,1,2,10,NA,Academic research,1,NA,2,It just seemed like a set-up.,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,2,1,4,8,n/a,I am honestly not sure at all but probablys something to do with peoples political preferences,1,NA,1,NA,n/a,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br>"
Player2-Republican,1,NA,NA,NA,NA,To see if we would choose the easiest task.,2,I just suspected an AI responding because it is used so commonly in recent surveys.,4,NA,nothing,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Well I underestimated again. 
<br>Player3-Democrat: I guessed 265. My brain had no idea. 
<br>Player1-Democrat: I did 102.
<br>Player4-Republican: ha I was at 80
<br>Player2-Republican: Welcome from an overestimater from North Carolina
<br>Player1-Democrat: It was pretty difficult in my opinion.
<br>Player3-Democrat: Wow you really underestimated lol. I though I’d be over 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,"To see if I would try to be fair by assigning myself the more difficult, longer task",1,NA,4,NA,I'm not sure if they were real because the language was very informal but i could have been connected due to the wait time,*** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br> *** Player2-Republican has left the chat ***
<br>"
